,author,birth,death,race_eth,education,institution,birthplace,temp,country,state,city,_merge,prestigious,prestige
1703,Carolyn Hennesy,1962,N/A,Caucasian,None,None,"Los Angeles, CA, USA","['Los Angeles', ' CA', ' USA']",USA,CA,Los Angeles,both,False,Other
1704,Diane Miller,,None,None,None,None,,,,,,both,False,Other
1705,Kyung-Sook Shin,1963,N/A,Korean,Graduate,Hanyang University,"Gyeongju, North Gyeongsang, South Korea","['Gyeongju', ' North Gyeongsang', ' South Korea']",South Korea,,Gyeongju,both,False,Other
1706,Jack Campbell,1956,N/A,American,Undergrad ,University of Minnesota,,,,,,both,False,Other
1707,Jen Lancaster,1974,N/A,Caucasian,Undergrad ,University of Illinois Urbana-Champaign,"Elmhurst, IL, USA","['Elmhurst', ' IL', ' USA']",USA,IL,Elmhurst,both,False,Other
1708,Jo Nesbo,1960,N/A,Norwegian,Undergrad ,Norwegian School of Economics,"Oslo, Norway","['Oslo', ' Norway']",Norway,,Oslo,both,False,Other
1709,Albert Brooks,1947,N/A,Jewish-American,None,None,"Brooks, Albert: Beverly Hills, CA, USA","['Brooks', ' Albert: Beverly Hills', ' CA', ' USA']",USA,CA,Brooks,both,False,Other
1710,Nalini Singh,1977,N/A,Indian,Undergrad ,Victoria University of Wellington,"Gorakhpur, Uttar Pradesh, India","['Gorakhpur', ' Uttar Pradesh', ' India']",India,,Gorakhpur,both,False,Other
1711,Daniel H. Wilson,1978,N/A,American,Graduate,Carnegie Mellon University,"Tulsa, OK, USA","['Tulsa', ' OK', ' USA']",USA,OK,Tulsa,both,False,Top School
1712,J. Courtney Sullivan,1976,N/A,Irish-American,Undergrad ,College of the Holy Cross,"Beverly, MA, USA","['Beverly', ' MA', ' USA']",USA,MA,Beverly,both,False,Other
1713,Lars Kepler,,N/A,Swedish,None,None,,,,,,both,False,Other
1714,S. J. Watson,1971,N/A,British,None,None,,,,,,both,False,Other
1715,Amor Towles,1964,N/A,Caucasian,Undergrad ,Yale University,"Boston, MA, USA","['Boston', ' MA', ' USA']",USA,MA,Boston,both,True,Top School
1716,Louise Penny,1960,N/A,Canadian,Undergrad ,University of Toronto,"Toronto, Ontario, Canada","['Toronto', ' Ontario', ' Canada']",Canada,,Toronto,both,False,Other
1717,Vanessa Diffenbaugh,1978,N/A,Caucasian,Undergrad ,Stanford University,"San Francisco, CA, USA","['San Francisco', ' CA', ' USA']",USA,CA,San Francisco,both,False,Top School
1718,Chad Harbach,1975,N/A,American,Graduate,University of Virginia,"Racine, WI, USA","['Racine', ' WI', ' USA']",USA,WI,Racine,both,False,Other
1719,Erin Morgenstern,1978,N/A,White,Undergrad ,Smith College,"Marblehead, MA, USA","['Marblehead', ' MA', ' USA']",USA,MA,Marblehead,both,False,Other
1720,Michael Savage,1942,N/A,Jewish,Undergrad ,New York University,"The Bronx, NY, USA","['The Bronx', ' NY', ' USA']",USA,NY,The Bronx,both,False,Other
1721,Michael Brandman,1945,N/A,None,None,None,"Brooklyn, NY, USA","['Brooklyn', ' NY', ' USA']",USA,NY,Brooklyn,both,False,Other
1722,Paulo Coelho,1947,N/A,Brazilian,None,None,"Rio de Janeiro, Brazil","['Rio de Janeiro', ' Brazil']",Brazil,,Rio de Janeiro,both,False,Other
1723,James Wesley Rawles,1960,N/A,American,Undergrad ,None,,,,,,both,False,Other
1724,Jeffrey Eugenides,1960,N/A,Greek-American,Graduate,Brown University,"Detroit, MI, USA","['Detroit', ' MI', ' USA']",USA,MI,Detroit,both,True,Top School
1725,Colson Whitehead,1979,N/A,African American,Graduate,University of California,"New York City, NY, USA","['New York City', ' NY', ' USA']",USA,NY,New York City,both,False,Other
1726,Kresley Cole,1978,N/A,American,Undergrad ,University of Kentucky,"Ascot, Kent, England","['Ascot', ' Kent', ' England']",England,,Ascot,both,False,Other
1727,Lara Adrian,1975,N/A,White,Undergrad ,University of Massachusetts Amherst,"Albany, NY, USA","['Albany', ' NY', ' USA']",USA,NY,Albany,both,False,Other
1728,Tim Dorsey,1961,N/A,White,Undergrad ,Florida State University,"Tampa, FL, USA","['Tampa', ' FL', ' USA']",USA,FL,Tampa,both,False,Other
1729,William Landay,1963,N/A,American,Undergrad ,Boston College,"Boston, MA, USA","['Boston', ' MA', ' USA']",USA,MA,Boston,both,False,Other
1730,Adam Johnson,1974,N/A,American,Graduate,Iowa Writers' Workshop,"Minnesota, USA","['Minnesota', ' USA']",USA,MN,Minnesota,both,False,Other
1731,Deborah Crombie,1952,N/A,White,Undergrad ,University of Texas at Austin,"Waco, TX, USA","['Waco', ' TX', ' USA']",USA,TX,Waco,both,False,Top School
1732,Paul Garrison,1942,N/A,White,Undergrad ,University of Southern California,"Oklahoma City, OK, USA","['Oklahoma City', ' OK', ' USA']",USA,OK,Oklahoma City,both,False,Other
1733,Lisa Lutz,1970,N/A,Caucasian,Undergrad ,Pitzer College,"Ann Arbor, MI, USA","['Ann Arbor', ' MI', ' USA']",USA,MI,Ann Arbor,both,False,Other
1734,Chris Pavone,1975,N/A,Caucasian,Undergrad ,Georgetown University,,,,,,both,False,Other
1735,Sanjay Gupta,1970,N/A,Indian-American,Medical,University of Michigan Medical School,"Bhopal, Madhya Pradesh, India","['Bhopal', ' Madhya Pradesh', ' India']",India,,Bhopal,both,False,Other
1736,Donna Leon,1942,N/A,American,Undergrad ,Florida State University,"Newark, NJ, USA","['Newark', ' NJ', ' USA']",USA,NJ,Newark,both,False,Other
1737,Charlotte Rogan,1961,N/A,American,Undergrad ,Harvard University,,,,,,both,True,Top School
1738,J.R. Ward,1972,N/A,Caucasian,None,None,"Pittsburgh, PA, USA","['Pittsburgh', ' PA', ' USA']",USA,PA,Pittsburgh,both,False,Other
1739,Ron Rash,1953,N/A,American,Undergrad ,Gardner-Webb University,"Cruso, NC, USA","['Cruso', ' NC', ' USA']",USA,NC,Cruso,both,False,Other
1740,Ace Atkins,1970,N/A,American,Undergrad ,Auburn University,"Tampa, FL, USA","['Tampa', ' FL', ' USA']",USA,FL,Tampa,both,False,Other
1741,W. Bruce Cameron,,N/A,Caucasian,Undergrad ,University of Michigan,"Petoskey, MI, USA","['Petoskey', ' MI', ' USA']",USA,MI,Petoskey,both,False,Other
1742,Ed Falco,1948,N/A,American,Undergrad ,University of North Carolina at Chapel Hill,"New York City, NY, USA","['New York City', ' NY', ' USA']",USA,NY,New York City,both,False,Top School
1743,Richard Ford,1944,N/A,American,Undergrad ,Michigan State University,"Jackson, MS, USA","['Jackson', ' MS', ' USA']",USA,MS,Jackson,both,False,Other
1744,Gillian Flynn,1971,N/A,Caucasian,Undergrad ,University of Kansas,"Kansas City, MO, USA","['Kansas City', ' MO', ' USA']",USA,MO,Kansas City,both,False,Other
1745,John Scalzi,1966,N/A,White,Undergrad ,University of Chicago,"La Jolla, CA, USA","['La Jolla', ' CA', ' USA']",USA,CA,La Jolla,both,False,Top School
1746,Karen Thompson Walker,1980,N/A,American,Undergrad ,Stanford University,"Los Angeles, CA, USA","['Los Angeles', ' CA', ' USA']",USA,CA,Los Angeles,both,False,Top School
1747,Jess Walter,1965,N/A,American,Undergrad ,University of Washington,"Spokane, WA, USA","['Spokane', ' WA', ' USA']",USA,WA,Spokane,both,False,Other
1748,Maggie Shipstead,1983,N/A,American,Undergrad ,Harvard University,"Napa, CA, USA","['Napa', ' CA', ' USA']",USA,CA,Napa,both,True,Top School
1749,Chris Cleave,1973,N/A,British,None,None,"London, England, UK","['London', ' England', ' UK']",United Kingdom,,London,both,False,Other
1750,Carlos Ruiz Zafon,1964,2020,Spanish,None,None,"Barcelona, Catalonia, Spain","['Barcelona', ' Catalonia', ' Spain']",Spain,,Barcelona,both,False,Other
1751,M. L. Stedman,1974,N/A,White,Undergrad ,University of Western Australia,"Porirua, New Zealand","['Porirua', ' New Zealand']",New Zealand,,Porirua,both,False,Other
1752,Peter Heller,1959,N/A,White,Undergrad ,University of Colorado Boulder,,,,,,both,False,Other
1753,Maria Semple,1964,N/A,Caucasian,Undergrad ,Barnard College,"Santa Monica, CA, USA","['Santa Monica', ' CA', ' USA']",USA,CA,Santa Monica,both,False,Other
1754,William Kent Krueger,1950,N/A,American,Undergrad ,University of Minnesota,"Brownsville, TN, USA","['Brownsville', ' TN', ' USA']",USA,TN,Brownsville,both,False,Other
1755,Brent Weeks,1977,N/A,White,Undergrad ,Brigham Young University,"Hayward, CA, USA","['Hayward', ' CA', ' USA']",USA,CA,Hayward,both,False,Other
1756,Jo Nesbø,1960,N/A,Norwegian,None,None,"Oslo, Norway","['Oslo', ' Norway']",Norway,,Oslo,both,False,Other
1757,David Wong,1977,N/A,Asian American,Undergrad ,University of California,,,,,,both,False,Other
1758,Kate Morton,1976,N/A,Australian,Undergrad ,University of Queensland,"Berri, South Australia, Australia","['Berri', ' South Australia', ' Australia']",Australia,,Berri,both,False,Other
1759,Robert Kirkman,1978,N/A,American,Undergrad ,Georgia State University,"Pasadena, CA, USA","['Pasadena', ' CA', ' USA']",USA,CA,Pasadena,both,False,Other
1760,Patrick Taylor,1941,N/A,Irish,Undergrad ,University College Dublin,"Belfast, Northern Ireland","['Belfast', ' Northern Ireland']",Northern Ireland,,Belfast,both,False,Other
1761,Karen Kingsbury,1963,N/A,Caucasian,Undergrad ,University of California,"Paris, TN, USA","['Paris', ' TN', ' USA']",USA,TN,Paris,both,False,Other
1762,Kevin Powers,1980,N/A,American,Graduate,Virginia Commonwealth University,"Richmond, VA, USA","['Richmond', ' VA', ' USA']",USA,VA,Richmond,both,False,Other
1763,Lois McMaster Bujold,1949,N/A,American,None,None,"Saint Paul, MN, USA","['Saint Paul', ' MN', ' USA']",USA,MN,Saint Paul,both,False,Other
1764,Wm. Paul Young,1955,N/A,Caucasian,None,None,"Pausanias, British Columbia, Canada","['Pausanias', ' British Columbia', ' Canada']",Canada,,Pausanias,both,False,Other
1765,Ayana Mathis,1978,N/A,African American,Graduate,University of Iowa,"Philadelphia, PA, USA","['Philadelphia', ' PA', ' USA']",USA,PA,Philadelphia,both,False,Other
1766,George Saunders,1958,N/A,American,Graduate,Syracuse University,"Oshkosh, WI, USA","['Oshkosh', ' WI', ' USA']",USA,WI,Oshkosh,both,False,Other
1767,Ian Rankin,1960,N/A,Scottish,None,None,"Fife, Scotland, UK","['Fife', ' Scotland', ' UK']",United Kingdom,,Fife,both,False,Other
1768,Charles Todd,1850,1929,British,None,None,"Clydebank, Scotland, UK","['Clydebank', ' Scotland', ' UK']",United Kingdom,,Clydebank,both,False,Other
1769,Melanie Benjamin,1962,N/A,Caucasian,Undergrad ,University of Iowa,"Evanston, IL, USA","['Evanston', ' IL', ' USA']",USA,IL,Evanston,both,False,Other
1770,Herman Koch,1953,N/A,Dutch,N/A,N/A,"Arnhem, Gelderland, Netherlands","['Arnhem', ' Gelderland', ' Netherlands']",Netherlands,,Arnhem,both,False,Other
1771,Edward Kelsey Moore,1961,N/A,African American,Undergrad ,DePauw University,"Chicago, IL, USA","['Chicago', ' IL', ' USA']",USA,IL,Chicago,both,False,Other
1772,Therese Anne Fowler,1970,N/A,American,None,None,,,,,,both,False,Other
1773,Kate Atkinson,1951,N/A,British,Undergrad ,University of Dundee,"York, England, UK","['York', ' England', ' UK']",United Kingdom,,York,both,False,Other
1774,James Salter,1925,2015,American,Undergrad ,Harvard University,"Fort Sheridan, IL, USA","['Fort Sheridan', ' IL', ' USA']",USA,IL,Fort Sheridan,both,True,Top School
1775,Kimberly McCreight,1977,N/A,American,Graduate,University of Pennsylvania,"Phoenix, AZ, USA","['Phoenix', ' AZ', ' USA']",USA,AZ,Phoenix,both,True,Top School
1776,Philip Kerr,1956,2018,Scottish,None,None,"Edinburgh, Scotland","['Edinburgh', ' Scotland']",Scotland,,Edinburgh,both,False,Other
1777,Susan Wiggs,1966,N/A,White,Undergrad ,University of California,"Bellingham, WA, USA","['Bellingham', ' WA', ' USA']",USA,WA,Bellingham,both,False,Other
1778,Lauren Graham,1967,N/A,White,Undergrad ,Barnard College,"Honolulu, HI, USA","['Honolulu', ' HI', ' USA']",USA,HI,Honolulu,both,False,Other
1779,Philipp Meyer,1974,N/A,American,Undergrad ,University of Pennsylvania,"Austin, TX, USA","['Austin', ' TX', ' USA']",USA,TX,Austin,both,True,Top School
1780,Colum McCann,1965,N/A,Irish,Undergrad ,University College Dublin,"Dublin, Ireland","['Dublin', ' Ireland']",Ireland,,Dublin,both,False,Other
1781,Craig Johnson,1961,N/A,Caucasian,Undergrad ,University of Wyoming,"Evanston, WY, USA","['Evanston', ' WY', ' USA']",USA,WY,Evanston,both,False,Other
1782,Ian Doescher,1974,N/A,None,Undergrad ,University of Oregon,"Portland, OR, USA","['Portland', ' OR', ' USA']",USA,OR,Portland,both,False,Other
1783,Robert Galbraith,1965,N/A,British,N/A,N/A,"Trainee, Scotland, UK","['Trainee', ' Scotland', ' UK']",United Kingdom,,Trainee,both,False,Other
1784,David Rakoff,1964,2012,Jewish,Undergrad ,Wesleyan University,"Montreal, Quebec, Canada","['Montreal', ' Quebec', ' Canada']",Canada,,Montreal,both,False,Other
1785,Liane Moriarty,1966,N/A,Australian,Undergrad ,University of New South Wales,"Sydney, New South Wales, Australia","['Sydney', ' New South Wales', ' Australia']",Australia,,Sydney,both,False,Other
1786,Marisha Pessl,,N/A,American,Undergrad ,Wake Forest University,"North Carolina, USA","['North Carolina', ' USA']",USA,NC,North Carolina,both,False,Other
1787,Samantha Shannon,1991,N/A,British,Undergrad ,University of Bristol,"Londonderry, Northern Ireland, UK","['Londonderry', ' Northern Ireland', ' UK']",United Kingdom,,Londonderry,both,False,Other
1788,John Jackson Miller,1978,N/A,Caucasian,Undergrad ,University of Wisconsin-Madison,,,,,,both,False,Other
1789,Jason Mott,1978,N/A,African American,Undergrad ,University of North Carolina at Pembroke,"Burgaw, NC, USA","['Burgaw', ' NC', ' USA']",USA,NC,Burgaw,both,False,Other
1790,Elizabeth Gilbert,1969,N/A,Caucasian,Undergrad ,New York University,"Waterbury, CT, USA","['Waterbury', ' CT', ' USA']",USA,CT,Waterbury,both,False,Other
1791,Anne Hillerman,1968,N/A,Native American,Undergrad ,University of New Mexico,"Los Alamos, NM, USA","['Los Alamos', ' NM', ' USA']",USA,NM,Los Alamos,both,False,Other
1792,Mary Oliver,1935,2019,American,Undergrad ,Radcliffe College,"Maple Heights, OH, USA","['Maple Heights', ' OH', ' USA']",USA,OH,Maple Heights,both,False,Other
1793,Eleanor Catton,1985,N/A,New Zealander,Undergrad ,Victoria University of Wellington,"Palmerston North, Manawatu-Wanganui, New Zealand","['Palmerston North', ' Manawatu-Wanganui', ' New Zealand']",New Zealand,,Palmerston North,both,False,Other
1794,Billy Collins,1941,N/A,American,Undergrad ,Hartwick College,"New York City, NY, USA","['New York City', ' NY', ' USA']",USA,NY,New York City,both,False,Other
1795,Doug Dorst,1982,N/A,American,Undergrad ,UC Santa Barbara,,,,,,both,False,Other
1796,B. J. Novak,1979,N/A,White,Undergrad ,Harvard University,"Newton, MA, USA","['Newton', ' MA', ' USA']",USA,MA,Newton,both,True,Top School
1797,Andy Weir,1972,N/A,American,Undergrad ,University of California,"Davis, CA, USA","['Davis', ' CA', ' USA']",USA,CA,Davis,both,False,Other
1798,Phil Klay,1984,N/A,White,Graduate,Hunter College,"Dover, DE, USA","['Dover', ' DE', ' USA']",USA,DE,Dover,both,False,Other
1799,Olen Steinhauer,1970,N/A,American,Undergrad ,University of California,,,,,,both,False,Other
1800,Jean Hanff Korelitz,1961,N/A,Jewish,Undergrad ,Dartmouth College,"New York City, NY, USA","['New York City', ' NY', ' USA']",USA,NY,New York City,both,True,Top School
1801,Ann B. Ross,1937,N/A,Caucasian,None,None,"Raleigh, NC, USA","['Raleigh', ' NC', ' USA']",USA,NC,Raleigh,both,False,Other
1802,Gabrielle Zevin,1980,N/A,White,Undergrad ,Barnard College,"New York City, NY, USA","['New York City', ' NY', ' USA']",USA,NY,New York City,both,False,Other
1803,Francine Prose,1947,N/A,American,Undergrad ,Radcliffe College,"Brooklyn, NY, USA","['Brooklyn', ' NY', ' USA']",USA,NY,Brooklyn,both,False,Other
1804,Anthony Doerr,1973,N/A,American,Graduate,Bowling Green State University,"Cleveland, OH, USA","['Cleveland', ' OH', ' USA']",USA,OH,Cleveland,both,False,Other
1805,Ruth Reichl,1948,N/A,Caucasian,Undergrad ,University of Michigan,"New York City, NY, USA","['New York City', ' NY', ' USA']",USA,NY,New York City,both,False,Other
1806,Emma Straub,1984,N/A,American,Undergrad ,Vassar College,"New York City, NY, USA","['New York City', ' NY', ' USA']",USA,NY,New York City,both,False,Other
1807,Jojo Moyes,1969,N/A,British,Undergrad ,University of East Anglia,"London, England, UK","['London', ' England', ' UK']",United Kingdom,,London,both,False,Other
1808,Edan Lepucki,1981,N/A,White,Graduate,Cornell University,"Los Angeles, CA, USA","['Los Angeles', ' CA', ' USA']",USA,CA,Los Angeles,both,True,Top School
1809,Rainbow Rowell,1973,N/A,American,Undergrad ,University of Nebraska-Lincoln,"Omaha, NE, USA","['Omaha', ' NE', ' USA']",USA,NE,Omaha,both,False,Other
1810,Mark Greaney,1972,N/A,Caucasian,Undergrad ,University of Memphis,"Murfreesboro, TN, USA","['Murfreesboro', ' TN', ' USA']",USA,TN,Murfreesboro,both,False,Other
1811,Ilona Andrews,1976,N/A,American,N/A,N/A,,,,,,both,False,Other
1812,Robin Hobb,1952,N/A,American,None,None,"California, USA","['California', ' USA']",USA,CA,California,both,False,Other
1813,Matthew Thomas,1976,N/A,American,Undergrad ,Penn State University,"New York City, NY, USA","['New York City', ' NY', ' USA']",USA,NY,New York City,both,False,Other
1814,Reed Farrel Coleman,1956,N/A,American,Undergrad ,Hofstra University,"Brooklyn, NY, USA","['Brooklyn', ' NY', ' USA']",USA,NY,Brooklyn,both,False,Other
1815,Sophie Hannah,1971,N/A,British,None,None,"Manchester, England, UK","['Manchester', ' England', ' UK']",United Kingdom,,Manchester,both,False,Other
1816,John Darnielle,1967,N/A,Caucasian,None,None,"Bloomington, IN, USA","['Bloomington', ' IN', ' USA']",USA,IN,Bloomington,both,False,Other
1817,Sarah Waters,1966,N/A,Welsh,Graduate,University College London,"Pembrokeshire, Wales, UK","['Pembrokeshire', ' Wales', ' UK']",United Kingdom,,Pembrokeshire,both,False,Other
1818,Emily St. John Mandel,1979,N/A,Canadian,Undergrad ,Université de Victoria,"Vancouver, British Columbia, Canada","['Vancouver', ' British Columbia', ' Canada']",Canada,,Vancouver,both,False,Other
1819,Colm Toibin,1955,N/A,Irish,Graduate,University College Dublin,"Wexford, Ireland","['Wexford', ' Ireland']",Ireland,,Wexford,both,False,Other
1820,Richard Flanagan,1961,N/A,Australian,None,None,"Laois, Ireland","['Laois', ' Ireland']",Ireland,,Laois,both,False,Other
1821,Anita Diamant,1951,N/A,Jewish,Undergrad ,Washington University in St. Louis,"New York City, NY, USA","['New York City', ' NY', ' USA']",USA,NY,New York City,both,False,Other
1822,Brad Taylor,1962,N/A,Caucasian,Undergrad ,University of North Florida,"Tampa, FL, USA","['Tampa', ' FL', ' USA']",USA,FL,Tampa,both,False,Other
1823,Graeme Simsion,1964,N/A,Australian,Undergrad ,University of Melbourne,"Melbourne, Victoria, Australia","['Melbourne', ' Victoria', ' Australia']",Australia,,Melbourne,both,False,Other
1824,Pierce Brown,1988,N/A,Caucasian,Undergrad ,University of Southern California,"Huntington Beach, CA, USA","['Huntington Beach', ' CA', ' USA']",USA,CA,Huntington Beach,both,False,Other
1825,Paula Hawkins,1972,N/A,British,Undergrad ,University of Kent,"Salisbury, Wiltshire, England","['Salisbury', ' Wiltshire', ' England']",England,,Salisbury,both,False,Other
1826,Miranda July,1974,N/A,White,Undergrad ,University of California,"Boulder, CO, USA","['Boulder', ' CO', ' USA']",USA,CO,Boulder,both,False,Other
1827,Tim Johnston,1973,N/A,American,Graduate,University of Oregon,"Iowa City, IA, USA","['Iowa City', ' IA', ' USA']",USA,IA,Iowa City,both,False,Other
1828,David Duchovny,1960,N/A,Caucasian,Graduate,Yale University,"New York City, NY, USA","['New York City', ' NY', ' USA']",USA,NY,New York City,both,True,Top School
1829,Richard Price writing as Harry Brandt,1949,N/A,American,Undergrad ,Newark State College,"Caribbean, None, USA","['Caribbean', ' None', ' USA']",USA,None,Caribbean,both,False,Other
1830,Allison Pataki,1984,N/A,Caucasian,Undergrad ,Dartmouth College,"New York City, NY, USA","['New York City', ' NY', ' USA']",USA,NY,New York City,both,True,Top School
1831,Kazuo Ishiguro,1954,N/A,Japanese-British,Graduate,University of East Anglia,"Nagasaki, Japan","['Nagasaki', ' Japan']",Japan,,Nagasaki,both,False,Other
1832,Ian Caldwell,1974,N/A,Caucasian,Undergrad ,Harvard University,,,,,,both,True,Top School
1833,Jill Alexander Essbaum,1971,N/A,White,Graduate,University of Texas at Austin,"Elkhart, IN, USA","['Elkhart', ' IN', ' USA']",USA,IN,Elkhart,both,False,Top School
1834,Peter V. Brett,1973,N/A,Caucasian,Undergrad ,Plattsburgh State University of New York,"Albuquerque, NM, USA","['Albuquerque', ' NM', ' USA']",USA,NM,Albuquerque,both,False,Other
1835,Lisa Genova,1970,N/A,Italian-American,Graduate,Bates College,"Watertown, MA, USA","['Watertown', ' MA', ' USA']",USA,MA,Watertown,both,False,Other
1836,A.N. Roquelaure,1975,N/A,Caucasian,Graduate,University of California,,,,,,both,False,Other
1837,Karl Ove Knausgaard,1968,N/A,Norwegian,None,None,"Oslo, Norway","['Oslo', ' Norway']",Norway,,Oslo,both,False,Other
1838,Jessica Knoll,1983,N/A,American,Undergrad ,Syracuse University,"New York, NY, USA","['New York', ' NY', ' USA']",USA,NY,New York,both,False,Other
1839,Paolo Bacigalupi,1972,N/A,American,Undergrad ,Pomona College,"Paolo Bacigalupi, Paonia, CO, USA","['Paolo Bacigalupi', ' Paonia', ' CO', ' USA']",USA,CO,Paolo Bacigalupi,both,False,Other
1840,Jason Matthews,1951,2021,Caucasian,Undergrad ,University of Notre Dame,"Pittsburgh, PA, USA","['Pittsburgh', ' PA', ' USA']",USA,PA,Pittsburgh,both,False,Other
1841,Grant Blackwood,1971,N/A,Caucasian,Undergrad ,University of South Carolina,"Pawtucket, RI, USA","['Pawtucket', ' RI', ' USA']",USA,RI,Pawtucket,both,False,Other
1842,Nina George,1973,N/A,German,None,None,"Bielefeld, North Rhine-Westphalia, Germany","['Bielefeld', ' North Rhine-Westphalia', ' Germany']",Germany,,Bielefeld,both,False,Other
1843,Ernest Cline,1972,N/A,White,Undergrad ,Wright State University,"Ashland, OH, USA","['Ashland', ' OH', ' USA']",USA,OH,Ashland,both,False,Other
1844,Don Winslow,1953,N/A,Caucasian,None,None,"Oceanside, CA, USA","['Oceanside', ' CA', ' USA']",USA,CA,Oceanside,both,False,Other
1845,Paula Mclain,1977,N/A,American,Undergrad ,Univ of Virginia,"Fresno, CA, USA","['Fresno', ' CA', ' USA']",USA,CA,Fresno,both,False,Other
1846,Ruth Ware,1977,N/A,British,N/A,N/A,"Ruth Ware was born in Lewes, East Sussex, England.","['Ruth Ware was born in Lewes', ' East Sussex', ' England.']",England,,Ruth Ware was born in Lewes,both,False,Other
1847,Ivan Doig,1939,2015,American,Undergrad ,University of Washington,"White Sulphur Springs, MT, USA","['White Sulphur Springs', ' MT', ' USA']",USA,MT,White Sulphur Springs,both,False,Other
1848,David Lagercrantz,1962,N/A,Swedish,None,None,"Sundbyberg, Sweden","['Sundbyberg', ' Sweden']",Sweden,,Sundbyberg,both,False,Other
1849,Chuck Wendig,1975,N/A,White,Undergrad ,George Mason University,"Elmira, NY, USA","['Elmira', ' NY', ' USA']",USA,NY,Elmira,both,False,Other
1850,Garth Risk Hallberg,1982,N/A,American,Undergrad ,New York University,"New York City, NY, USA","['New York City', ' NY', ' USA']",USA,NY,New York City,both,False,Other
1851,Ethan Hawke,1970,N/A,Caucasian,Undergrad ,Carnegie Mellon University,"Austin, TX, USA","['Austin', ' TX', ' USA']",USA,TX,Austin,both,False,Top School
1852,Fiona Barton,1965,N/A,British,Undergrad ,University of Kent,,,,,,both,False,Other
1853,Cynthia D'Aprix Sweeney,1971,N/A,Caucasian,Undergrad ,University of California,,,,,,both,False,Other
1854,Jim Harrison,1937,2016,American,Undergrad ,Michigan State University,"Grayling, MI, USA","['Grayling', ' MI', ' USA']",USA,MI,Grayling,both,False,Other
1855,Edna O'Brien,1932,N/A,Irish,Undergrad ,University College Dublin,"Tuamgraney, County Clare, Ireland","['Tuamgraney', ' County Clare', ' Ireland']",Ireland,,Tuamgraney,both,False,Other
1856,Martha Hall Kelly,1964,N/A,None,Undergrad ,University of Massachusetts Amherst,"Pittstown, NY, USA","['Pittstown', ' NY', ' USA']",USA,NY,Pittstown,both,False,Other
1857,Dominic Smith,1970,N/A,Australian,Undergrad ,University of Sydney,"Sydney, NSW, Australia","['Sydney', ' NSW', ' Australia']",Australia,,Sydney,both,False,Other
1858,L. S. Hilton,1970,N/A,British,None,None,,,,,,both,False,Other
1859,Claudia Gray,1970,N/A,Caucasian,Undergrad ,University of New Orleans,"Born in New Orleans, LA, USA","['Born in New Orleans', ' LA', ' USA']",USA,LA,Born in New Orleans,both,False,Other
1860,Steve Hamilton,1961,N/A,American,Undergrad ,University of Michigan,"Sault Ste. Marie, MI, USA","['Sault Ste. Marie', ' MI', ' USA']",USA,MI,Sault Ste. Marie,both,False,Other
1861,Stephanie Danler,1985,N/A,Caucasian,Undergrad ,Wesleyan University,"Laguna Beach, CA, USA","['Laguna Beach', ' CA', ' USA']",USA,CA,Laguna Beach,both,False,Other
1862,Noah Hawley,1975,N/A,Caucasian,Undergrad ,University of Notre Dame,"Palo Alto, CA, USA","['Palo Alto', ' CA', ' USA']",USA,CA,Palo Alto,both,False,Other
1863,Yaa Gyasi,1989,N/A,Ghanaian,Graduate,University of Iowa,"Accra, Greater Accra Region, Ghana","['Accra', ' Greater Accra Region', ' Ghana']",Ghana,,Accra,both,False,Other
1864,Emma Cline,1989,N/A,Caucasian,Undergrad ,Oberlin College,"Guerneville, CA, USA","['Guerneville', ' CA', ' USA']",USA,CA,Guerneville,both,False,Other
1865,Annie Proulx,1935,N/A,American,Undergrad ,University of Vermont,"Norwich, CT, USA","['Norwich', ' CT', ' USA']",USA,CT,Norwich,both,False,Other
1866,Julian Fellowes,1949,N/A,English,Undergrad ,Cambridge University,"Turner, Derbyshire, England","['Turner', ' Derbyshire', ' England']",England,,Turner,both,False,Other
1867,Delia Ephron,1944,N/A,American,Undergrad ,Barnard College,"New York City, NY, USA","['New York City', ' NY', ' USA']",USA,NY,New York City,both,False,Other
1868,Blake Crouch,1978,N/A,Caucasian,Undergrad ,University of North Carolina at Chapel Hill,"Chattanooga, TN, USA","['Chattanooga', ' TN', ' USA']",USA,TN,Chattanooga,both,False,Top School
1869,B. A. Paris,1970,N/A,None,Undergrad ,None,,,,,,both,False,Other
1870,Jacqueline Woodson,1963,N/A,African American,Undergrad ,East Virginia University,"Columbia, SC, USA","['Columbia', ' SC', ' USA']",USA,SC,Columbia,both,False,Other
1871,Graham Moore,1981,N/A,White,Undergrad ,Columbia University,"Chicago, IL, USA","['Chicago', ' IL', ' USA']",USA,IL,Chicago,both,True,Top School
1872,Nathan Hill,1980,N/A,American,Graduate,University of Houston,,,,,,both,False,Other
1873,Shari Lapena,1960,N/A,Canadian,None,None,"St. Catharines, Ontario, Canada","['St. Catharines', ' Ontario', ' Canada']",Canada,,St. Catharines,both,False,Other
1874,Kyle Mills,1966,N/A,Caucasian,Undergrad ,University of Utah,"Omaha, NE, USA","['Omaha', ' NE', ' USA']",USA,NE,Omaha,both,False,Other
1875,Mark Frost,1953,N/A,White,Undergrad ,University of Southern California,"New York City, NY, USA","['New York City', ' NY', ' USA']",USA,NY,New York City,both,False,Other
